constructorResultsId,raceId,constructorId,points,date,constructor_results_rownum
3369,311,42,0.0,1991-07-07 00:00:00,constructor_results_3369
3370,312,3,10.0,1991-07-14 00:00:00,constructor_results_3370
3371,312,1,9.0,1991-07-14 00:00:00,constructor_results_3371
3372,312,6,4.0,1991-07-14 00:00:00,constructor_results_3372
3373,312,22,2.0,1991-07-14 00:00:00,constructor_results_3373
3374,312,17,1.0,1991-07-14 00:00:00,constructor_results_3374
3375,312,25,0.0,1991-07-14 00:00:00,constructor_results_3375
3376,312,18,0.0,1991-07-14 00:00:00,constructor_results_3376
3377,312,35,0.0,1991-07-14 00:00:00,constructor_results_3377
3378,312,32,0.0,1991-07-14 00:00:00,constructor_results_3378
3379,312,34,0.0,1991-07-14 00:00:00,constructor_results_3379
3380,312,26,0.0,1991-07-14 00:00:00,constructor_results_3380
3381,312,27,0.0,1991-07-14 00:00:00,constructor_results_3381
3382,312,29,0.0,1991-07-14 00:00:00,constructor_results_3382
3383,312,41,0.0,1991-07-14 00:00:00,constructor_results_3383
3384,312,39,0.0,1991-07-14 00:00:00,constructor_results_3384
3385,312,36,0.0,1991-07-14 00:00:00,constructor_results_3385
3386,312,40,0.0,1991-07-14 00:00:00,constructor_results_3386
3387,312,42,0.0,1991-07-14 00:00:00,constructor_results_3387
3388,313,3,16.0,1991-07-28 00:00:00,constructor_results_3388
3389,313,6,4.0,1991-07-28 00:00:00,constructor_results_3389
3390,313,1,3.0,1991-07-28 00:00:00,constructor_results_3390
3391,313,17,3.0,1991-07-28 00:00:00,constructor_results_3391
3392,313,22,0.0,1991-07-28 00:00:00,constructor_results_3392
3393,313,27,0.0,1991-07-28 00:00:00,constructor_results_3393
3394,313,35,0.0,1991-07-28 00:00:00,constructor_results_3394
3395,313,34,0.0,1991-07-28 00:00:00,constructor_results_3395
3396,313,25,0.0,1991-07-28 00:00:00,constructor_results_3396
3397,313,41,0.0,1991-07-28 00:00:00,constructor_results_3397
3398,313,32,0.0,1991-07-28 00:00:00,constructor_results_3398
3399,313,26,0.0,1991-07-28 00:00:00,constructor_results_3399
3400,313,18,0.0,1991-07-28 00:00:00,constructor_results_3400
3401,313,40,0.0,1991-07-28 00:00:00,constructor_results_3401
3402,313,29,0.0,1991-07-28 00:00:00,constructor_results_3402
3403,313,39,0.0,1991-07-28 00:00:00,constructor_results_3403
3404,313,36,0.0,1991-07-28 00:00:00,constructor_results_3404
3405,313,42,0.0,1991-07-28 00:00:00,constructor_results_3405
3406,314,1,13.0,1991-08-11 00:00:00,constructor_results_3406
3407,314,3,10.0,1991-08-11 00:00:00,constructor_results_3407
3408,314,6,2.0,1991-08-11 00:00:00,constructor_results_3408
3409,314,41,1.0,1991-08-11 00:00:00,constructor_results_3409
3410,314,17,0.0,1991-08-11 00:00:00,constructor_results_3410
3411,314,22,0.0,1991-08-11 00:00:00,constructor_results_3411
3412,314,27,0.0,1991-08-11 00:00:00,constructor_results_3412
3413,314,25,0.0,1991-08-11 00:00:00,constructor_results_3413
3414,314,18,0.0,1991-08-11 00:00:00,constructor_results_3414
3415,314,32,0.0,1991-08-11 00:00:00,constructor_results_3415
3416,314,40,0.0,1991-08-11 00:00:00,constructor_results_3416
3417,314,34,0.0,1991-08-11 00:00:00,constructor_results_3417
3418,314,35,0.0,1991-08-11 00:00:00,constructor_results_3418
3419,314,26,0.0,1991-08-11 00:00:00,constructor_results_3419
3420,314,36,0.0,1991-08-11 00:00:00,constructor_results_3420
3421,314,29,0.0,1991-08-11 00:00:00,constructor_results_3421
3422,314,39,0.0,1991-08-11 00:00:00,constructor_results_3422
3423,314,42,0.0,1991-08-11 00:00:00,constructor_results_3423
3424,315,1,16.0,1991-08-25 00:00:00,constructor_results_3424
3425,315,22,7.0,1991-08-25 00:00:00,constructor_results_3425
3426,315,3,2.0,1991-08-25 00:00:00,constructor_results_3426
3427,315,34,1.0,1991-08-25 00:00:00,constructor_results_3427
3428,315,32,0.0,1991-08-25 00:00:00,constructor_results_3428
3429,315,35,0.0,1991-08-25 00:00:00,constructor_results_3429
3430,315,36,0.0,1991-08-25 00:00:00,constructor_results_3430
3431,315,27,0.0,1991-08-25 00:00:00,constructor_results_3431
3432,315,18,0.0,1991-08-25 00:00:00,constructor_results_3432
3433,315,17,0.0,1991-08-25 00:00:00,constructor_results_3433
3434,315,25,0.0,1991-08-25 00:00:00,constructor_results_3434
3435,315,6,0.0,1991-08-25 00:00:00,constructor_results_3435
3436,315,26,0.0,1991-08-25 00:00:00,constructor_results_3436
3437,315,41,0.0,1991-08-25 00:00:00,constructor_results_3437
3438,315,40,0.0,1991-08-25 00:00:00,constructor_results_3438
3439,315,29,0.0,1991-08-25 00:00:00,constructor_results_3439
3440,315,39,0.0,1991-08-25 00:00:00,constructor_results_3440
3441,315,42,0.0,1991-08-25 00:00:00,constructor_results_3441
3442,316,3,10.0,1991-09-08 00:00:00,constructor_results_3442
3443,316,1,9.0,1991-09-08 00:00:00,constructor_results_3443
3444,316,6,4.0,1991-09-08 00:00:00,constructor_results_3444
3445,316,22,3.0,1991-09-08 00:00:00,constructor_results_3445
3446,316,17,0.0,1991-09-08 00:00:00,constructor_results_3446
3447,316,41,0.0,1991-09-08 00:00:00,constructor_results_3447
3448,316,18,0.0,1991-09-08 00:00:00,constructor_results_3448
3449,316,35,0.0,1991-09-08 00:00:00,constructor_results_3449
3450,316,27,0.0,1991-09-08 00:00:00,constructor_results_3450
3451,316,34,0.0,1991-09-08 00:00:00,constructor_results_3451
3452,316,32,0.0,1991-09-08 00:00:00,constructor_results_3452
3453,316,40,0.0,1991-09-08 00:00:00,constructor_results_3453
3454,316,36,0.0,1991-09-08 00:00:00,constructor_results_3454
3455,316,25,0.0,1991-09-08 00:00:00,constructor_results_3455
3456,316,26,0.0,1991-09-08 00:00:00,constructor_results_3456
3457,316,29,0.0,1991-09-08 00:00:00,constructor_results_3457
3458,316,39,0.0,1991-09-08 00:00:00,constructor_results_3458
3459,316,42,0.0,1991-09-08 00:00:00,constructor_results_3459
3460,317,3,10.0,1991-09-22 00:00:00,constructor_results_3460
3461,317,1,6.0,1991-09-22 00:00:00,constructor_results_3461
3462,317,6,4.0,1991-09-22 00:00:00,constructor_results_3462
3463,317,18,3.0,1991-09-22 00:00:00,constructor_results_3463
3464,317,22,3.0,1991-09-22 00:00:00,constructor_results_3464
3465,317,41,0.0,1991-09-22 00:00:00,constructor_results_3465
3466,317,17,0.0,1991-09-22 00:00:00,constructor_results_3466
3467,317,27,0.0,1991-09-22 00:00:00,constructor_results_3467
3468,317,34,0.0,1991-09-22 00:00:00,constructor_results_3468
3469,317,25,0.0,1991-09-22 00:00:00,constructor_results_3469
3470,317,32,0.0,1991-09-22 00:00:00,constructor_results_3470
3471,317,29,0.0,1991-09-22 00:00:00,constructor_results_3471
3472,317,26,0.0,1991-09-22 00:00:00,constructor_results_3472
3473,317,35,0.0,1991-09-22 00:00:00,constructor_results_3473
3474,317,39,0.0,1991-09-22 00:00:00,constructor_results_3474
3475,317,40,0.0,1991-09-22 00:00:00,constructor_results_3475
3476,317,36,0.0,1991-09-22 00:00:00,constructor_results_3476
3477,317,42,0.0,1991-09-22 00:00:00,constructor_results_3477
3478,318,3,14.0,1991-09-29 00:00:00,constructor_results_3478
3479,318,6,9.0,1991-09-29 00:00:00,constructor_results_3479
3480,318,1,2.0,1991-09-29 00:00:00,constructor_results_3480
3481,318,22,1.0,1991-09-29 00:00:00,constructor_results_3481
3482,318,41,0.0,1991-09-29 00:00:00,constructor_results_3482
3483,318,35,0.0,1991-09-29 00:00:00,constructor_results_3483
3484,318,17,0.0,1991-09-29 00:00:00,constructor_results_3484
3485,318,34,0.0,1991-09-29 00:00:00,constructor_results_3485
3486,318,36,0.0,1991-09-29 00:00:00,constructor_results_3486
3487,318,18,0.0,1991-09-29 00:00:00,constructor_results_3487
3488,318,25,0.0,1991-09-29 00:00:00,constructor_results_3488
3489,318,27,0.0,1991-09-29 00:00:00,constructor_results_3489
3490,318,29,0.0,1991-09-29 00:00:00,constructor_results_3490
3491,318,32,0.0,1991-09-29 00:00:00,constructor_results_3491
3492,318,26,0.0,1991-09-29 00:00:00,constructor_results_3492
3493,318,40,0.0,1991-09-29 00:00:00,constructor_results_3493
3494,318,39,0.0,1991-09-29 00:00:00,constructor_results_3494
3495,319,1,16.0,1991-10-20 00:00:00,constructor_results_3495
3496,319,3,4.0,1991-10-20 00:00:00,constructor_results_3496
3497,319,6,3.0,1991-10-20 00:00:00,constructor_results_3497
3498,319,34,2.0,1991-10-20 00:00:00,constructor_results_3498
3499,319,25,1.0,1991-10-20 00:00:00,constructor_results_3499
3500,319,22,0.0,1991-10-20 00:00:00,constructor_results_3500
3501,319,41,0.0,1991-10-20 00:00:00,constructor_results_3501
3502,319,27,0.0,1991-10-20 00:00:00,constructor_results_3502
3503,319,29,0.0,1991-10-20 00:00:00,constructor_results_3503
3504,319,36,0.0,1991-10-20 00:00:00,constructor_results_3504
3505,319,18,0.0,1991-10-20 00:00:00,constructor_results_3505
3506,319,32,0.0,1991-10-20 00:00:00,constructor_results_3506
3507,319,26,0.0,1991-10-20 00:00:00,constructor_results_3507
3508,319,17,0.0,1991-10-20 00:00:00,constructor_results_3508
3509,319,35,0.0,1991-10-20 00:00:00,constructor_results_3509
3510,319,40,0.0,1991-10-20 00:00:00,constructor_results_3510
3511,319,42,0.0,1991-10-20 00:00:00,constructor_results_3511
3512,320,1,7.0,1991-11-03 00:00:00,constructor_results_3512
3513,320,3,4.0,1991-11-03 00:00:00,constructor_results_3513
3514,320,22,1.5,1991-11-03 00:00:00,constructor_results_3514
3515,320,6,0.5,1991-11-03 00:00:00,constructor_results_3515
3516,320,35,0.0,1991-11-03 00:00:00,constructor_results_3516
3517,320,17,0.0,1991-11-03 00:00:00,constructor_results_3517
3518,320,25,0.0,1991-11-03 00:00:00,constructor_results_3518
3519,320,32,0.0,1991-11-03 00:00:00,constructor_results_3519
3520,320,29,0.0,1991-11-03 00:00:00,constructor_results_3520
3521,320,41,0.0,1991-11-03 00:00:00,constructor_results_3521
3522,320,18,0.0,1991-11-03 00:00:00,constructor_results_3522
3523,320,34,0.0,1991-11-03 00:00:00,constructor_results_3523
3524,320,27,0.0,1991-11-03 00:00:00,constructor_results_3524
3525,320,40,0.0,1991-11-03 00:00:00,constructor_results_3525
3526,320,33,0.0,1991-11-03 00:00:00,constructor_results_3526
3527,320,36,0.0,1991-11-03 00:00:00,constructor_results_3527
3528,320,42,0.0,1991-11-03 00:00:00,constructor_results_3528
3529,321,1,9.0,1990-03-11 00:00:00,constructor_results_3529
3530,321,25,7.0,1990-03-11 00:00:00,constructor_results_3530
3531,321,3,4.0,1990-03-11 00:00:00,constructor_results_3531
3532,321,22,3.0,1990-03-11 00:00:00,constructor_results_3532
3533,321,34,2.0,1990-03-11 00:00:00,constructor_results_3533
3534,321,18,0.0,1990-03-11 00:00:00,constructor_results_3534
3535,321,33,0.0,1990-03-11 00:00:00,constructor_results_3535
3536,321,21,0.0,1990-03-11 00:00:00,constructor_results_3536
3537,321,44,0.0,1990-03-11 00:00:00,constructor_results_3537
3538,321,41,0.0,1990-03-11 00:00:00,constructor_results_3538
3539,321,6,0.0,1990-03-11 00:00:00,constructor_results_3539
3540,321,45,0.0,1990-03-11 00:00:00,constructor_results_3540
3541,321,35,0.0,1990-03-11 00:00:00,constructor_results_3541
3542,321,32,0.0,1990-03-11 00:00:00,constructor_results_3542
3543,321,27,0.0,1990-03-11 00:00:00,constructor_results_3543
3544,321,46,0.0,1990-03-11 00:00:00,constructor_results_3544
3545,321,39,0.0,1990-03-11 00:00:00,constructor_results_3545
3546,321,47,0.0,1990-03-11 00:00:00,constructor_results_3546
3547,321,42,0.0,1990-03-11 00:00:00,constructor_results_3547
3548,322,6,12.0,1990-03-25 00:00:00,constructor_results_3548
3549,322,1,10.0,1990-03-25 00:00:00,constructor_results_3549
3550,322,3,2.0,1990-03-25 00:00:00,constructor_results_3550
3551,322,22,1.0,1990-03-25 00:00:00,constructor_results_3551
3552,322,25,0.0,1990-03-25 00:00:00,constructor_results_3552
3553,322,18,0.0,1990-03-25 00:00:00,constructor_results_3553
3554,322,27,0.0,1990-03-25 00:00:00,constructor_results_3554
3555,322,35,0.0,1990-03-25 00:00:00,constructor_results_3555
3556,322,21,0.0,1990-03-25 00:00:00,constructor_results_3556
3557,322,32,0.0,1990-03-25 00:00:00,constructor_results_3557
3558,322,34,0.0,1990-03-25 00:00:00,constructor_results_3558
3559,322,39,0.0,1990-03-25 00:00:00,constructor_results_3559
3560,322,33,0.0,1990-03-25 00:00:00,constructor_results_3560
3561,322,45,0.0,1990-03-25 00:00:00,constructor_results_3561
3562,322,46,0.0,1990-03-25 00:00:00,constructor_results_3562
3563,322,41,0.0,1990-03-25 00:00:00,constructor_results_3563
3564,322,44,0.0,1990-03-25 00:00:00,constructor_results_3564
3565,322,42,0.0,1990-03-25 00:00:00,constructor_results_3565
3566,322,47,0.0,1990-03-25 00:00:00,constructor_results_3566
3567,323,3,9.0,1990-05-13 00:00:00,constructor_results_3567
3568,323,1,6.0,1990-05-13 00:00:00,constructor_results_3568
3569,323,22,6.0,1990-05-13 00:00:00,constructor_results_3569
3570,323,6,3.0,1990-05-13 00:00:00,constructor_results_3570
3571,323,25,1.0,1990-05-13 00:00:00,constructor_results_3571
3572,323,32,0.0,1990-05-13 00:00:00,constructor_results_3572
3573,323,27,0.0,1990-05-13 00:00:00,constructor_results_3573
3574,323,18,0.0,1990-05-13 00:00:00,constructor_results_3574
3575,323,46,0.0,1990-05-13 00:00:00,constructor_results_3575
3576,323,33,0.0,1990-05-13 00:00:00,constructor_results_3576
3577,323,45,0.0,1990-05-13 00:00:00,constructor_results_3577
3578,323,34,0.0,1990-05-13 00:00:00,constructor_results_3578
3579,323,35,0.0,1990-05-13 00:00:00,constructor_results_3579
3580,323,41,0.0,1990-05-13 00:00:00,constructor_results_3580
3581,323,44,0.0,1990-05-13 00:00:00,constructor_results_3581
3582,323,21,0.0,1990-05-13 00:00:00,constructor_results_3582
3583,323,42,0.0,1990-05-13 00:00:00,constructor_results_3583
3584,323,47,0.0,1990-05-13 00:00:00,constructor_results_3584
3585,323,39,0.0,1990-05-13 00:00:00,constructor_results_3585
3586,324,1,13.0,1990-05-27 00:00:00,constructor_results_3586
3587,324,25,6.0,1990-05-27 00:00:00,constructor_results_3587
3588,324,3,3.0,1990-05-27 00:00:00,constructor_results_3588
3589,324,21,2.0,1990-05-27 00:00:00,constructor_results_3589
3590,324,33,1.0,1990-05-27 00:00:00,constructor_results_3590
3591,324,46,0.0,1990-05-27 00:00:00,constructor_results_3591
3592,324,32,0.0,1990-05-27 00:00:00,constructor_results_3592
3593,324,6,0.0,1990-05-27 00:00:00,constructor_results_3593
3594,324,18,0.0,1990-05-27 00:00:00,constructor_results_3594
3595,324,27,0.0,1990-05-27 00:00:00,constructor_results_3595
3596,324,35,0.0,1990-05-27 00:00:00,constructor_results_3596
3597,324,22,0.0,1990-05-27 00:00:00,constructor_results_3597
3598,324,34,0.0,1990-05-27 00:00:00,constructor_results_3598
3599,324,41,0.0,1990-05-27 00:00:00,constructor_results_3599
3600,324,45,0.0,1990-05-27 00:00:00,constructor_results_3600
3601,324,44,0.0,1990-05-27 00:00:00,constructor_results_3601
3602,324,39,0.0,1990-05-27 00:00:00,constructor_results_3602
3603,324,42,0.0,1990-05-27 00:00:00,constructor_results_3603
3604,324,47,0.0,1990-05-27 00:00:00,constructor_results_3604
3605,325,1,12.0,1990-06-10 00:00:00,constructor_results_3605
3606,325,22,6.0,1990-06-10 00:00:00,constructor_results_3606
3607,325,6,6.0,1990-06-10 00:00:00,constructor_results_3607
3608,325,32,1.0,1990-06-10 00:00:00,constructor_results_3608
3609,325,34,0.0,1990-06-10 00:00:00,constructor_results_3609
3610,325,21,0.0,1990-06-10 00:00:00,constructor_results_3610
3611,325,33,0.0,1990-06-10 00:00:00,constructor_results_3611
3612,325,41,0.0,1990-06-10 00:00:00,constructor_results_3612
3613,325,25,0.0,1990-06-10 00:00:00,constructor_results_3613
3614,325,45,0.0,1990-06-10 00:00:00,constructor_results_3614
3615,325,46,0.0,1990-06-10 00:00:00,constructor_results_3615
3616,325,35,0.0,1990-06-10 00:00:00,constructor_results_3616
3617,325,3,0.0,1990-06-10 00:00:00,constructor_results_3617
3618,325,27,0.0,1990-06-10 00:00:00,constructor_results_3618
3619,325,18,0.0,1990-06-10 00:00:00,constructor_results_3619
3620,325,44,0.0,1990-06-10 00:00:00,constructor_results_3620
3621,325,39,0.0,1990-06-10 00:00:00,constructor_results_3621
3622,325,42,0.0,1990-06-10 00:00:00,constructor_results_3622
3623,325,47,0.0,1990-06-10 00:00:00,constructor_results_3623
3624,326,6,15.0,1990-06-24 00:00:00,constructor_results_3624
3625,326,1,4.0,1990-06-24 00:00:00,constructor_results_3625
3626,326,22,4.0,1990-06-24 00:00:00,constructor_results_3626
3627,326,3,2.0,1990-06-24 00:00:00,constructor_results_3627
3628,326,25,0.0,1990-06-24 00:00:00,constructor_results_3628
3629,326,32,0.0,1990-06-24 00:00:00,constructor_results_3629
3630,326,34,0.0,1990-06-24 00:00:00,constructor_results_3630
3631,326,18,0.0,1990-06-24 00:00:00,constructor_results_3631
3632,326,35,0.0,1990-06-24 00:00:00,constructor_results_3632
3633,326,46,0.0,1990-06-24 00:00:00,constructor_results_3633
3634,326,27,0.0,1990-06-24 00:00:00,constructor_results_3634
3635,326,21,0.0,1990-06-24 00:00:00,constructor_results_3635
3636,326,45,0.0,1990-06-24 00:00:00,constructor_results_3636
3637,326,33,0.0,1990-06-24 00:00:00,constructor_results_3637
3638,326,44,0.0,1990-06-24 00:00:00,constructor_results_3638
3639,326,41,0.0,1990-06-24 00:00:00,constructor_results_3639
3640,326,39,0.0,1990-06-24 00:00:00,constructor_results_3640
3641,326,42,0.0,1990-06-24 00:00:00,constructor_results_3641
3642,326,47,0.0,1990-06-24 00:00:00,constructor_results_3642
3643,327,6,9.0,1990-07-08 00:00:00,constructor_results_3643
3644,327,41,6.0,1990-07-08 00:00:00,constructor_results_3644
3645,327,1,6.0,1990-07-08 00:00:00,constructor_results_3645
3646,327,22,3.0,1990-07-08 00:00:00,constructor_results_3646
3647,327,3,1.0,1990-07-08 00:00:00,constructor_results_3647
3648,327,33,0.0,1990-07-08 00:00:00,constructor_results_3648
3649,327,27,0.0,1990-07-08 00:00:00,constructor_results_3649
3650,327,21,0.0,1990-07-08 00:00:00,constructor_results_3650
3651,327,32,0.0,1990-07-08 00:00:00,constructor_results_3651
3652,327,34,0.0,1990-07-08 00:00:00,constructor_results_3652
3653,327,39,0.0,1990-07-08 00:00:00,constructor_results_3653
3654,327,35,0.0,1990-07-08 00:00:00,constructor_results_3654
3655,327,25,0.0,1990-07-08 00:00:00,constructor_results_3655
3656,327,18,0.0,1990-07-08 00:00:00,constructor_results_3656
3657,327,46,0.0,1990-07-08 00:00:00,constructor_results_3657
3658,327,45,0.0,1990-07-08 00:00:00,constructor_results_3658
3659,327,44,0.0,1990-07-08 00:00:00,constructor_results_3659
3660,327,42,0.0,1990-07-08 00:00:00,constructor_results_3660
3661,327,47,0.0,1990-07-08 00:00:00,constructor_results_3661
3662,328,6,9.0,1990-07-15 00:00:00,constructor_results_3662
3663,328,3,6.0,1990-07-15 00:00:00,constructor_results_3663
3664,328,1,4.0,1990-07-15 00:00:00,constructor_results_3664
3665,328,33,4.0,1990-07-15 00:00:00,constructor_results_3665
3666,328,22,2.0,1990-07-15 00:00:00,constructor_results_3666
3667,328,21,0.0,1990-07-15 00:00:00,constructor_results_3667
3668,328,25,0.0,1990-07-15 00:00:00,constructor_results_3668
3669,328,34,0.0,1990-07-15 00:00:00,constructor_results_3669
3670,328,27,0.0,1990-07-15 00:00:00,constructor_results_3670
3671,328,35,0.0,1990-07-15 00:00:00,constructor_results_3671
3672,328,18,0.0,1990-07-15 00:00:00,constructor_results_3672
3673,328,41,0.0,1990-07-15 00:00:00,constructor_results_3673
3674,328,32,0.0,1990-07-15 00:00:00,constructor_results_3674
3675,328,39,0.0,1990-07-15 00:00:00,constructor_results_3675
3676,328,45,0.0,1990-07-15 00:00:00,constructor_results_3676
3677,328,46,0.0,1990-07-15 00:00:00,constructor_results_3677
3678,328,44,0.0,1990-07-15 00:00:00,constructor_results_3678
3679,328,42,0.0,1990-07-15 00:00:00,constructor_results_3679
3680,328,47,0.0,1990-07-15 00:00:00,constructor_results_3680
3681,329,1,13.0,1990-07-29 00:00:00,constructor_results_3681
3682,329,22,6.0,1990-07-29 00:00:00,constructor_results_3682
3683,329,6,3.0,1990-07-29 00:00:00,constructor_results_3683
3684,329,3,3.0,1990-07-29 00:00:00,constructor_results_3684
3685,329,41,0.0,1990-07-29 00:00:00,constructor_results_3685
3686,329,32,0.0,1990-07-29 00:00:00,constructor_results_3686
3687,329,21,0.0,1990-07-29 00:00:00,constructor_results_3687
3688,329,27,0.0,1990-07-29 00:00:00,constructor_results_3688
3689,329,25,0.0,1990-07-29 00:00:00,constructor_results_3689
3690,329,46,0.0,1990-07-29 00:00:00,constructor_results_3690
3691,329,33,0.0,1990-07-29 00:00:00,constructor_results_3691
3692,329,18,0.0,1990-07-29 00:00:00,constructor_results_3692
3693,329,34,0.0,1990-07-29 00:00:00,constructor_results_3693
3694,329,35,0.0,1990-07-29 00:00:00,constructor_results_3694
3695,329,45,0.0,1990-07-29 00:00:00,constructor_results_3695
3696,329,39,0.0,1990-07-29 00:00:00,constructor_results_3696
3697,329,44,0.0,1990-07-29 00:00:00,constructor_results_3697
3698,329,42,0.0,1990-07-29 00:00:00,constructor_results_3698
3699,329,47,0.0,1990-07-29 00:00:00,constructor_results_3699
3700,330,3,12.0,1990-08-12 00:00:00,constructor_results_3700
3701,330,1,6.0,1990-08-12 00:00:00,constructor_results_3701
3702,330,22,4.0,1990-08-12 00:00:00,constructor_results_3702
3703,330,32,2.0,1990-08-12 00:00:00,constructor_results_3703
3704,330,33,1.0,1990-08-12 00:00:00,constructor_results_3704
3705,330,41,0.0,1990-08-12 00:00:00,constructor_results_3705
3706,330,21,0.0,1990-08-12 00:00:00,constructor_results_3706
3707,330,35,0.0,1990-08-12 00:00:00,constructor_results_3707
3708,330,27,0.0,1990-08-12 00:00:00,constructor_results_3708
3709,330,39,0.0,1990-08-12 00:00:00,constructor_results_3709
3710,330,18,0.0,1990-08-12 00:00:00,constructor_results_3710
3711,330,6,0.0,1990-08-12 00:00:00,constructor_results_3711
3712,330,25,0.0,1990-08-12 00:00:00,constructor_results_3712
3713,330,34,0.0,1990-08-12 00:00:00,constructor_results_3713
3714,330,46,0.0,1990-08-12 00:00:00,constructor_results_3714
3715,330,45,0.0,1990-08-12 00:00:00,constructor_results_3715
3716,330,42,0.0,1990-08-12 00:00:00,constructor_results_3716
3717,330,44,0.0,1990-08-12 00:00:00,constructor_results_3717
3718,330,47,0.0,1990-08-12 00:00:00,constructor_results_3718
3719,331,1,13.0,1990-08-26 00:00:00,constructor_results_3719
3720,331,6,6.0,1990-08-26 00:00:00,constructor_results_3720
3721,331,22,5.0,1990-08-26 00:00:00,constructor_results_3721
3722,331,41,1.0,1990-08-26 00:00:00,constructor_results_3722
3723,331,25,0.0,1990-08-26 00:00:00,constructor_results_3723
3724,331,33,0.0,1990-08-26 00:00:00,constructor_results_3724
3725,331,21,0.0,1990-08-26 00:00:00,constructor_results_3725
3726,331,32,0.0,1990-08-26 00:00:00,constructor_results_3726
3727,331,27,0.0,1990-08-26 00:00:00,constructor_results_3727
3728,331,18,0.0,1990-08-26 00:00:00,constructor_results_3728
3729,331,45,0.0,1990-08-26 00:00:00,constructor_results_3729
3730,331,34,0.0,1990-08-26 00:00:00,constructor_results_3730
3731,331,35,0.0,1990-08-26 00:00:00,constructor_results_3731
3732,331,3,0.0,1990-08-26 00:00:00,constructor_results_3732
3733,331,39,0.0,1990-08-26 00:00:00,constructor_results_3733
3734,331,42,0.0,1990-08-26 00:00:00,constructor_results_3734
3735,331,44,0.0,1990-08-26 00:00:00,constructor_results_3735
3736,331,47,0.0,1990-08-26 00:00:00,constructor_results_3736
3737,332,1,13.0,1990-09-09 00:00:00,constructor_results_3737
3738,332,6,9.0,1990-09-09 00:00:00,constructor_results_3738
3739,332,3,2.0,1990-09-09 00:00:00,constructor_results_3739
3740,332,25,1.0,1990-09-09 00:00:00,constructor_results_3740
3741,332,22,0.0,1990-09-09 00:00:00,constructor_results_3741
3742,332,21,0.0,1990-09-09 00:00:00,constructor_results_3742
3743,332,35,0.0,1990-09-09 00:00:00,constructor_results_3743
3744,332,27,0.0,1990-09-09 00:00:00,constructor_results_3744
3745,332,39,0.0,1990-09-09 00:00:00,constructor_results_3745
3746,332,41,0.0,1990-09-09 00:00:00,constructor_results_3746
3747,332,33,0.0,1990-09-09 00:00:00,constructor_results_3747
3748,332,45,0.0,1990-09-09 00:00:00,constructor_results_3748
3749,332,34,0.0,1990-09-09 00:00:00,constructor_results_3749
3750,332,32,0.0,1990-09-09 00:00:00,constructor_results_3750
3751,332,18,0.0,1990-09-09 00:00:00,constructor_results_3751
3752,332,42,0.0,1990-09-09 00:00:00,constructor_results_3752
3753,332,44,0.0,1990-09-09 00:00:00,constructor_results_3753
3754,332,47,0.0,1990-09-09 00:00:00,constructor_results_3754
3755,333,6,13.0,1990-09-23 00:00:00,constructor_results_3755
3756,333,1,9.0,1990-09-23 00:00:00,constructor_results_3756
3757,333,22,3.0,1990-09-23 00:00:00,constructor_results_3757
3758,333,3,0.0,1990-09-23 00:00:00,constructor_results_3758
3759,333,25,0.0,1990-09-23 00:00:00,constructor_results_3759
3760,333,21,0.0,1990-09-23 00:00:00,constructor_results_3760
3761,333,27,0.0,1990-09-23 00:00:00,constructor_results_3761
3762,333,18,0.0,1990-09-23 00:00:00,constructor_results_3762
3763,333,41,0.0,1990-09-23 00:00:00,constructor_results_3763
3764,333,33,0.0,1990-09-23 00:00:00,constructor_results_3764
3765,333,35,0.0,1990-09-23 00:00:00,constructor_results_3765
3766,333,34,0.0,1990-09-23 00:00:00,constructor_results_3766
3767,333,32,0.0,1990-09-23 00:00:00,constructor_results_3767
3768,333,39,0.0,1990-09-23 00:00:00,constructor_results_3768
3769,333,45,0.0,1990-09-23 00:00:00,constructor_results_3769
3770,333,42,0.0,1990-09-23 00:00:00,constructor_results_3770
3771,333,44,0.0,1990-09-23 00:00:00,constructor_results_3771
3772,333,47,0.0,1990-09-23 00:00:00,constructor_results_3772
3773,334,6,15.0,1990-09-30 00:00:00,constructor_results_3773
3774,334,22,4.0,1990-09-30 00:00:00,constructor_results_3774
3775,334,3,5.0,1990-09-30 00:00:00,constructor_results_3775
3776,334,33,1.0,1990-09-30 00:00:00,constructor_results_3776
3777,334,27,0.0,1990-09-30 00:00:00,constructor_results_3777
3778,334,41,0.0,1990-09-30 00:00:00,constructor_results_3778
3779,334,39,0.0,1990-09-30 00:00:00,constructor_results_3779
3780,334,21,0.0,1990-09-30 00:00:00,constructor_results_3780
3781,334,32,0.0,1990-09-30 00:00:00,constructor_results_3781
3782,334,1,0.0,1990-09-30 00:00:00,constructor_results_3782
3783,334,35,0.0,1990-09-30 00:00:00,constructor_results_3783
3784,334,45,0.0,1990-09-30 00:00:00,constructor_results_3784
3785,334,18,0.0,1990-09-30 00:00:00,constructor_results_3785
3786,334,25,0.0,1990-09-30 00:00:00,constructor_results_3786
3787,334,34,0.0,1990-09-30 00:00:00,constructor_results_3787
3788,334,42,0.0,1990-09-30 00:00:00,constructor_results_3788
3789,334,44,0.0,1990-09-30 00:00:00,constructor_results_3789
3790,334,47,0.0,1990-09-30 00:00:00,constructor_results_3790
3791,335,22,15.0,1990-10-21 00:00:00,constructor_results_3791
