raceId,year,round,circuitId,name,date,time,races_rownum
330,1990,10,11,Hungarian Grand Prix,1990-08-12 00:00:00,00:00:00,races_330
331,1990,11,13,Belgian Grand Prix,1990-08-26 00:00:00,00:00:00,races_331
332,1990,12,14,Italian Grand Prix,1990-09-09 00:00:00,00:00:00,races_332
333,1990,13,27,Portuguese Grand Prix,1990-09-23 00:00:00,00:00:00,races_333
334,1990,14,26,Spanish Grand Prix,1990-09-30 00:00:00,00:00:00,races_334
335,1990,15,22,Japanese Grand Prix,1990-10-21 00:00:00,00:00:00,races_335
336,1990,16,29,Australian Grand Prix,1990-11-04 00:00:00,00:00:00,races_336
337,2010,1,3,Bahrain Grand Prix,2010-03-14 12:00:00,12:00:00,races_337
338,2010,2,1,Australian Grand Prix,2010-03-28 06:00:00,06:00:00,races_338
339,2010,3,2,Malaysian Grand Prix,2010-04-04 08:00:00,08:00:00,races_339
340,2010,4,17,Chinese Grand Prix,2010-04-18 06:00:00,06:00:00,races_340
341,2010,5,4,Spanish Grand Prix,2010-05-09 12:00:00,12:00:00,races_341
342,2010,6,6,Monaco Grand Prix,2010-05-16 12:00:00,12:00:00,races_342
343,2010,7,5,Turkish Grand Prix,2010-05-30 11:00:00,11:00:00,races_343
344,2010,8,7,Canadian Grand Prix,2010-06-13 16:00:00,16:00:00,races_344
345,2010,9,12,European Grand Prix,2010-06-27 12:00:00,12:00:00,races_345
346,2010,10,9,British Grand Prix,2010-07-11 12:00:00,12:00:00,races_346
347,2010,11,10,German Grand Prix,2010-07-25 12:00:00,12:00:00,races_347
348,2010,12,11,Hungarian Grand Prix,2010-08-01 12:00:00,12:00:00,races_348
349,2010,13,13,Belgian Grand Prix,2010-08-29 12:00:00,12:00:00,races_349
350,2010,14,14,Italian Grand Prix,2010-09-12 12:00:00,12:00:00,races_350
351,2010,15,15,Singapore Grand Prix,2010-09-26 12:00:00,12:00:00,races_351
352,2010,16,22,Japanese Grand Prix,2010-10-10 06:00:00,06:00:00,races_352
353,2010,17,35,Korean Grand Prix,2010-10-24 05:00:00,05:00:00,races_353
354,2010,18,18,Brazilian Grand Prix,2010-11-07 16:00:00,16:00:00,races_354
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14 13:00:00,13:00:00,races_355
356,1989,1,36,Brazilian Grand Prix,1989-03-26 00:00:00,00:00:00,races_356
357,1989,2,21,San Marino Grand Prix,1989-04-23 00:00:00,00:00:00,races_357
358,1989,3,6,Monaco Grand Prix,1989-05-07 00:00:00,00:00:00,races_358
359,1989,4,32,Mexican Grand Prix,1989-05-28 00:00:00,00:00:00,races_359
360,1989,5,33,United States Grand Prix,1989-06-04 00:00:00,00:00:00,races_360
361,1989,6,7,Canadian Grand Prix,1989-06-18 00:00:00,00:00:00,races_361
362,1989,7,34,French Grand Prix,1989-07-09 00:00:00,00:00:00,races_362
363,1989,8,9,British Grand Prix,1989-07-16 00:00:00,00:00:00,races_363
364,1989,9,10,German Grand Prix,1989-07-30 00:00:00,00:00:00,races_364
365,1989,10,11,Hungarian Grand Prix,1989-08-13 00:00:00,00:00:00,races_365
366,1989,11,13,Belgian Grand Prix,1989-08-27 00:00:00,00:00:00,races_366
367,1989,12,14,Italian Grand Prix,1989-09-10 00:00:00,00:00:00,races_367
368,1989,13,27,Portuguese Grand Prix,1989-09-24 00:00:00,00:00:00,races_368
369,1989,14,26,Spanish Grand Prix,1989-10-01 00:00:00,00:00:00,races_369
370,1989,15,22,Japanese Grand Prix,1989-10-22 00:00:00,00:00:00,races_370
371,1989,16,29,Australian Grand Prix,1989-11-05 00:00:00,00:00:00,races_371
372,1988,1,36,Brazilian Grand Prix,1988-04-03 00:00:00,00:00:00,races_372
373,1988,2,21,San Marino Grand Prix,1988-05-01 00:00:00,00:00:00,races_373
374,1988,3,6,Monaco Grand Prix,1988-05-15 00:00:00,00:00:00,races_374
375,1988,4,32,Mexican Grand Prix,1988-05-29 00:00:00,00:00:00,races_375
376,1988,5,7,Canadian Grand Prix,1988-06-12 00:00:00,00:00:00,races_376
377,1988,6,37,Detroit Grand Prix,1988-06-19 00:00:00,00:00:00,races_377
378,1988,7,34,French Grand Prix,1988-07-03 00:00:00,00:00:00,races_378
379,1988,8,9,British Grand Prix,1988-07-10 00:00:00,00:00:00,races_379
380,1988,9,10,German Grand Prix,1988-07-24 00:00:00,00:00:00,races_380
381,1988,10,11,Hungarian Grand Prix,1988-08-07 00:00:00,00:00:00,races_381
382,1988,11,13,Belgian Grand Prix,1988-08-28 00:00:00,00:00:00,races_382
383,1988,12,14,Italian Grand Prix,1988-09-11 00:00:00,00:00:00,races_383
384,1988,13,27,Portuguese Grand Prix,1988-09-25 00:00:00,00:00:00,races_384
385,1988,14,26,Spanish Grand Prix,1988-10-02 00:00:00,00:00:00,races_385
386,1988,15,22,Japanese Grand Prix,1988-10-30 00:00:00,00:00:00,races_386
387,1988,16,29,Australian Grand Prix,1988-11-13 00:00:00,00:00:00,races_387
388,1987,1,36,Brazilian Grand Prix,1987-04-12 00:00:00,00:00:00,races_388
389,1987,2,21,San Marino Grand Prix,1987-05-03 00:00:00,00:00:00,races_389
390,1987,3,13,Belgian Grand Prix,1987-05-17 00:00:00,00:00:00,races_390
391,1987,4,6,Monaco Grand Prix,1987-05-31 00:00:00,00:00:00,races_391
392,1987,5,37,Detroit Grand Prix,1987-06-21 00:00:00,00:00:00,races_392
393,1987,6,34,French Grand Prix,1987-07-05 00:00:00,00:00:00,races_393
394,1987,7,9,British Grand Prix,1987-07-12 00:00:00,00:00:00,races_394
395,1987,8,10,German Grand Prix,1987-07-26 00:00:00,00:00:00,races_395
396,1987,9,11,Hungarian Grand Prix,1987-08-09 00:00:00,00:00:00,races_396
397,1987,10,70,Austrian Grand Prix,1987-08-16 00:00:00,00:00:00,races_397
398,1987,11,14,Italian Grand Prix,1987-09-06 00:00:00,00:00:00,races_398
399,1987,12,27,Portuguese Grand Prix,1987-09-20 00:00:00,00:00:00,races_399
400,1987,13,26,Spanish Grand Prix,1987-09-27 00:00:00,00:00:00,races_400
401,1987,14,32,Mexican Grand Prix,1987-10-18 00:00:00,00:00:00,races_401
402,1987,15,22,Japanese Grand Prix,1987-11-01 00:00:00,00:00:00,races_402
403,1987,16,29,Australian Grand Prix,1987-11-15 00:00:00,00:00:00,races_403
404,1986,1,36,Brazilian Grand Prix,1986-03-23 00:00:00,00:00:00,races_404
405,1986,2,26,Spanish Grand Prix,1986-04-13 00:00:00,00:00:00,races_405
406,1986,3,21,San Marino Grand Prix,1986-04-27 00:00:00,00:00:00,races_406
407,1986,4,6,Monaco Grand Prix,1986-05-11 00:00:00,00:00:00,races_407
408,1986,5,13,Belgian Grand Prix,1986-05-25 00:00:00,00:00:00,races_408
409,1986,6,7,Canadian Grand Prix,1986-06-15 00:00:00,00:00:00,races_409
410,1986,7,37,Detroit Grand Prix,1986-06-22 00:00:00,00:00:00,races_410
411,1986,8,34,French Grand Prix,1986-07-06 00:00:00,00:00:00,races_411
412,1986,9,38,British Grand Prix,1986-07-13 00:00:00,00:00:00,races_412
413,1986,10,10,German Grand Prix,1986-07-27 00:00:00,00:00:00,races_413
414,1986,11,11,Hungarian Grand Prix,1986-08-10 00:00:00,00:00:00,races_414
415,1986,12,70,Austrian Grand Prix,1986-08-17 00:00:00,00:00:00,races_415
416,1986,13,14,Italian Grand Prix,1986-09-07 00:00:00,00:00:00,races_416
417,1986,14,27,Portuguese Grand Prix,1986-09-21 00:00:00,00:00:00,races_417
418,1986,15,32,Mexican Grand Prix,1986-10-12 00:00:00,00:00:00,races_418
419,1986,16,29,Australian Grand Prix,1986-10-26 00:00:00,00:00:00,races_419
420,1985,1,36,Brazilian Grand Prix,1985-04-07 00:00:00,00:00:00,races_420
421,1985,2,27,Portuguese Grand Prix,1985-04-21 00:00:00,00:00:00,races_421
422,1985,3,21,San Marino Grand Prix,1985-05-05 00:00:00,00:00:00,races_422
423,1985,4,6,Monaco Grand Prix,1985-05-19 00:00:00,00:00:00,races_423
424,1985,5,7,Canadian Grand Prix,1985-06-16 00:00:00,00:00:00,races_424
425,1985,6,37,Detroit Grand Prix,1985-06-23 00:00:00,00:00:00,races_425
426,1985,7,34,French Grand Prix,1985-07-07 00:00:00,00:00:00,races_426
427,1985,8,9,British Grand Prix,1985-07-21 00:00:00,00:00:00,races_427
428,1985,9,20,German Grand Prix,1985-08-04 00:00:00,00:00:00,races_428
429,1985,10,70,Austrian Grand Prix,1985-08-18 00:00:00,00:00:00,races_429
430,1985,11,39,Dutch Grand Prix,1985-08-25 00:00:00,00:00:00,races_430
431,1985,12,14,Italian Grand Prix,1985-09-08 00:00:00,00:00:00,races_431
432,1985,13,13,Belgian Grand Prix,1985-09-15 00:00:00,00:00:00,races_432
433,1985,14,38,European Grand Prix,1985-10-06 00:00:00,00:00:00,races_433
434,1985,15,30,South African Grand Prix,1985-10-19 00:00:00,00:00:00,races_434
435,1985,16,29,Australian Grand Prix,1985-11-03 00:00:00,00:00:00,races_435
436,1984,1,36,Brazilian Grand Prix,1984-03-25 00:00:00,00:00:00,races_436
437,1984,2,30,South African Grand Prix,1984-04-07 00:00:00,00:00:00,races_437
438,1984,3,40,Belgian Grand Prix,1984-04-29 00:00:00,00:00:00,races_438
439,1984,4,21,San Marino Grand Prix,1984-05-06 00:00:00,00:00:00,races_439
440,1984,5,41,French Grand Prix,1984-05-20 00:00:00,00:00:00,races_440
441,1984,6,6,Monaco Grand Prix,1984-06-03 00:00:00,00:00:00,races_441
442,1984,7,7,Canadian Grand Prix,1984-06-17 00:00:00,00:00:00,races_442
443,1984,8,37,Detroit Grand Prix,1984-06-24 00:00:00,00:00:00,races_443
444,1984,9,42,Dallas Grand Prix,1984-07-08 00:00:00,00:00:00,races_444
445,1984,10,38,British Grand Prix,1984-07-22 00:00:00,00:00:00,races_445
446,1984,11,10,German Grand Prix,1984-08-05 00:00:00,00:00:00,races_446
447,1984,12,70,Austrian Grand Prix,1984-08-19 00:00:00,00:00:00,races_447
448,1984,13,39,Dutch Grand Prix,1984-08-26 00:00:00,00:00:00,races_448
449,1984,14,14,Italian Grand Prix,1984-09-09 00:00:00,00:00:00,races_449
450,1984,15,20,European Grand Prix,1984-10-07 00:00:00,00:00:00,races_450
451,1984,16,27,Portuguese Grand Prix,1984-10-21 00:00:00,00:00:00,races_451
452,1983,1,36,Brazilian Grand Prix,1983-03-13 00:00:00,00:00:00,races_452
453,1983,2,43,United States Grand Prix West,1983-03-27 00:00:00,00:00:00,races_453
454,1983,3,34,French Grand Prix,1983-04-17 00:00:00,00:00:00,races_454
455,1983,4,21,San Marino Grand Prix,1983-05-01 00:00:00,00:00:00,races_455
456,1983,5,6,Monaco Grand Prix,1983-05-15 00:00:00,00:00:00,races_456
457,1983,6,13,Belgian Grand Prix,1983-05-22 00:00:00,00:00:00,races_457
458,1983,7,37,Detroit Grand Prix,1983-06-05 00:00:00,00:00:00,races_458
459,1983,8,7,Canadian Grand Prix,1983-06-12 00:00:00,00:00:00,races_459
460,1983,9,9,British Grand Prix,1983-07-16 00:00:00,00:00:00,races_460
461,1983,10,10,German Grand Prix,1983-08-07 00:00:00,00:00:00,races_461
462,1983,11,70,Austrian Grand Prix,1983-08-14 00:00:00,00:00:00,races_462
463,1983,12,39,Dutch Grand Prix,1983-08-28 00:00:00,00:00:00,races_463
464,1983,13,14,Italian Grand Prix,1983-09-11 00:00:00,00:00:00,races_464
465,1983,14,38,European Grand Prix,1983-09-25 00:00:00,00:00:00,races_465
466,1983,15,30,South African Grand Prix,1983-10-15 00:00:00,00:00:00,races_466
467,1982,1,30,South African Grand Prix,1982-01-23 00:00:00,00:00:00,races_467
468,1982,2,36,Brazilian Grand Prix,1982-03-21 00:00:00,00:00:00,races_468
469,1982,3,43,United States Grand Prix West,1982-04-04 00:00:00,00:00:00,races_469
470,1982,4,21,San Marino Grand Prix,1982-04-25 00:00:00,00:00:00,races_470
471,1982,5,40,Belgian Grand Prix,1982-05-09 00:00:00,00:00:00,races_471
472,1982,6,6,Monaco Grand Prix,1982-05-23 00:00:00,00:00:00,races_472
473,1982,7,37,Detroit Grand Prix,1982-06-06 00:00:00,00:00:00,races_473
474,1982,8,7,Canadian Grand Prix,1982-06-13 00:00:00,00:00:00,races_474
475,1982,9,39,Dutch Grand Prix,1982-07-03 00:00:00,00:00:00,races_475
476,1982,10,38,British Grand Prix,1982-07-18 00:00:00,00:00:00,races_476
477,1982,11,34,French Grand Prix,1982-07-25 00:00:00,00:00:00,races_477
478,1982,12,10,German Grand Prix,1982-08-08 00:00:00,00:00:00,races_478
479,1982,13,70,Austrian Grand Prix,1982-08-15 00:00:00,00:00:00,races_479
480,1982,14,41,Swiss Grand Prix,1982-08-29 00:00:00,00:00:00,races_480
481,1982,15,14,Italian Grand Prix,1982-09-12 00:00:00,00:00:00,races_481
482,1982,16,44,Caesars Palace Grand Prix,1982-09-25 00:00:00,00:00:00,races_482
483,1981,1,43,United States Grand Prix West,1981-03-15 00:00:00,00:00:00,races_483
484,1981,2,36,Brazilian Grand Prix,1981-03-29 00:00:00,00:00:00,races_484
485,1981,3,25,Argentine Grand Prix,1981-04-12 00:00:00,00:00:00,races_485
486,1981,4,21,San Marino Grand Prix,1981-05-03 00:00:00,00:00:00,races_486
487,1981,5,40,Belgian Grand Prix,1981-05-17 00:00:00,00:00:00,races_487
488,1981,6,6,Monaco Grand Prix,1981-05-31 00:00:00,00:00:00,races_488
489,1981,7,45,Spanish Grand Prix,1981-06-21 00:00:00,00:00:00,races_489
490,1981,8,41,French Grand Prix,1981-07-05 00:00:00,00:00:00,races_490
491,1981,9,9,British Grand Prix,1981-07-18 00:00:00,00:00:00,races_491
492,1981,10,10,German Grand Prix,1981-08-02 00:00:00,00:00:00,races_492
493,1981,11,70,Austrian Grand Prix,1981-08-16 00:00:00,00:00:00,races_493
494,1981,12,39,Dutch Grand Prix,1981-08-30 00:00:00,00:00:00,races_494
495,1981,13,14,Italian Grand Prix,1981-09-13 00:00:00,00:00:00,races_495
496,1981,14,7,Canadian Grand Prix,1981-09-27 00:00:00,00:00:00,races_496
497,1981,15,44,Caesars Palace Grand Prix,1981-10-17 00:00:00,00:00:00,races_497
498,1980,1,25,Argentine Grand Prix,1980-01-13 00:00:00,00:00:00,races_498
499,1980,2,18,Brazilian Grand Prix,1980-01-27 00:00:00,00:00:00,races_499
500,1980,3,30,South African Grand Prix,1980-03-01 00:00:00,00:00:00,races_500
501,1980,4,43,United States Grand Prix West,1980-03-30 00:00:00,00:00:00,races_501
502,1980,5,40,Belgian Grand Prix,1980-05-04 00:00:00,00:00:00,races_502
503,1980,6,6,Monaco Grand Prix,1980-05-18 00:00:00,00:00:00,races_503
504,1980,7,34,French Grand Prix,1980-06-29 00:00:00,00:00:00,races_504
505,1980,8,38,British Grand Prix,1980-07-13 00:00:00,00:00:00,races_505
506,1980,9,10,German Grand Prix,1980-08-10 00:00:00,00:00:00,races_506
507,1980,10,70,Austrian Grand Prix,1980-08-17 00:00:00,00:00:00,races_507
508,1980,11,39,Dutch Grand Prix,1980-08-31 00:00:00,00:00:00,races_508
509,1980,12,21,Italian Grand Prix,1980-09-14 00:00:00,00:00:00,races_509
510,1980,13,7,Canadian Grand Prix,1980-09-28 00:00:00,00:00:00,races_510
511,1980,14,46,United States Grand Prix,1980-10-05 00:00:00,00:00:00,races_511
512,1979,1,25,Argentine Grand Prix,1979-01-21 00:00:00,00:00:00,races_512
513,1979,2,18,Brazilian Grand Prix,1979-02-04 00:00:00,00:00:00,races_513
514,1979,3,30,South African Grand Prix,1979-03-03 00:00:00,00:00:00,races_514
515,1979,4,43,United States Grand Prix West,1979-04-08 00:00:00,00:00:00,races_515
516,1979,5,45,Spanish Grand Prix,1979-04-29 00:00:00,00:00:00,races_516
517,1979,6,40,Belgian Grand Prix,1979-05-13 00:00:00,00:00:00,races_517
518,1979,7,6,Monaco Grand Prix,1979-05-27 00:00:00,00:00:00,races_518
519,1979,8,41,French Grand Prix,1979-07-01 00:00:00,00:00:00,races_519
520,1979,9,9,British Grand Prix,1979-07-14 00:00:00,00:00:00,races_520
521,1979,10,10,German Grand Prix,1979-07-29 00:00:00,00:00:00,races_521
522,1979,11,70,Austrian Grand Prix,1979-08-12 00:00:00,00:00:00,races_522
523,1979,12,39,Dutch Grand Prix,1979-08-26 00:00:00,00:00:00,races_523
524,1979,13,14,Italian Grand Prix,1979-09-09 00:00:00,00:00:00,races_524
525,1979,14,7,Canadian Grand Prix,1979-09-30 00:00:00,00:00:00,races_525
526,1979,15,46,United States Grand Prix,1979-10-07 00:00:00,00:00:00,races_526
527,1978,1,25,Argentine Grand Prix,1978-01-15 00:00:00,00:00:00,races_527
528,1978,2,36,Brazilian Grand Prix,1978-01-29 00:00:00,00:00:00,races_528
529,1978,3,30,South African Grand Prix,1978-03-04 00:00:00,00:00:00,races_529
530,1978,4,43,United States Grand Prix West,1978-04-02 00:00:00,00:00:00,races_530
531,1978,5,6,Monaco Grand Prix,1978-05-07 00:00:00,00:00:00,races_531
532,1978,6,40,Belgian Grand Prix,1978-05-21 00:00:00,00:00:00,races_532
533,1978,7,45,Spanish Grand Prix,1978-06-04 00:00:00,00:00:00,races_533
534,1978,8,47,Swedish Grand Prix,1978-06-17 00:00:00,00:00:00,races_534
535,1978,9,34,French Grand Prix,1978-07-02 00:00:00,00:00:00,races_535
536,1978,10,38,British Grand Prix,1978-07-16 00:00:00,00:00:00,races_536
537,1978,11,10,German Grand Prix,1978-07-30 00:00:00,00:00:00,races_537
538,1978,12,70,Austrian Grand Prix,1978-08-13 00:00:00,00:00:00,races_538
539,1978,13,39,Dutch Grand Prix,1978-08-27 00:00:00,00:00:00,races_539
540,1978,14,14,Italian Grand Prix,1978-09-10 00:00:00,00:00:00,races_540
541,1978,15,46,United States Grand Prix,1978-10-01 00:00:00,00:00:00,races_541
542,1978,16,7,Canadian Grand Prix,1978-10-08 00:00:00,00:00:00,races_542
543,1977,1,25,Argentine Grand Prix,1977-01-09 00:00:00,00:00:00,races_543
544,1977,2,18,Brazilian Grand Prix,1977-01-23 00:00:00,00:00:00,races_544
545,1977,3,30,South African Grand Prix,1977-03-05 00:00:00,00:00:00,races_545
546,1977,4,43,United States Grand Prix West,1977-04-03 00:00:00,00:00:00,races_546
547,1977,5,45,Spanish Grand Prix,1977-05-08 00:00:00,00:00:00,races_547
548,1977,6,6,Monaco Grand Prix,1977-05-22 00:00:00,00:00:00,races_548
549,1977,7,40,Belgian Grand Prix,1977-06-05 00:00:00,00:00:00,races_549
550,1977,8,47,Swedish Grand Prix,1977-06-19 00:00:00,00:00:00,races_550
551,1977,9,41,French Grand Prix,1977-07-03 00:00:00,00:00:00,races_551
552,1977,10,9,British Grand Prix,1977-07-16 00:00:00,00:00:00,races_552
553,1977,11,10,German Grand Prix,1977-07-31 00:00:00,00:00:00,races_553
554,1977,12,70,Austrian Grand Prix,1977-08-14 00:00:00,00:00:00,races_554
555,1977,13,39,Dutch Grand Prix,1977-08-28 00:00:00,00:00:00,races_555
556,1977,14,14,Italian Grand Prix,1977-09-11 00:00:00,00:00:00,races_556
557,1977,15,46,United States Grand Prix,1977-10-02 00:00:00,00:00:00,races_557
558,1977,16,48,Canadian Grand Prix,1977-10-09 00:00:00,00:00:00,races_558
559,1977,17,16,Japanese Grand Prix,1977-10-23 00:00:00,00:00:00,races_559
560,1976,1,18,Brazilian Grand Prix,1976-01-25 00:00:00,00:00:00,races_560
561,1976,2,30,South African Grand Prix,1976-03-06 00:00:00,00:00:00,races_561
562,1976,3,43,United States Grand Prix West,1976-03-28 00:00:00,00:00:00,races_562
563,1976,4,45,Spanish Grand Prix,1976-05-02 00:00:00,00:00:00,races_563
564,1976,5,40,Belgian Grand Prix,1976-05-16 00:00:00,00:00:00,races_564
565,1976,6,6,Monaco Grand Prix,1976-05-30 00:00:00,00:00:00,races_565
566,1976,7,47,Swedish Grand Prix,1976-06-13 00:00:00,00:00:00,races_566
567,1976,8,34,French Grand Prix,1976-07-04 00:00:00,00:00:00,races_567
568,1976,9,38,British Grand Prix,1976-07-18 00:00:00,00:00:00,races_568
569,1976,10,20,German Grand Prix,1976-08-01 00:00:00,00:00:00,races_569
570,1976,11,70,Austrian Grand Prix,1976-08-15 00:00:00,00:00:00,races_570
571,1976,12,39,Dutch Grand Prix,1976-08-29 00:00:00,00:00:00,races_571
572,1976,13,14,Italian Grand Prix,1976-09-12 00:00:00,00:00:00,races_572
573,1976,14,48,Canadian Grand Prix,1976-10-03 00:00:00,00:00:00,races_573
574,1976,15,46,United States Grand Prix,1976-10-10 00:00:00,00:00:00,races_574
575,1976,16,16,Japanese Grand Prix,1976-10-24 00:00:00,00:00:00,races_575
576,1975,1,25,Argentine Grand Prix,1975-01-12 00:00:00,00:00:00,races_576
577,1975,2,18,Brazilian Grand Prix,1975-01-26 00:00:00,00:00:00,races_577
578,1975,3,30,South African Grand Prix,1975-03-01 00:00:00,00:00:00,races_578
579,1975,4,49,Spanish Grand Prix,1975-04-27 00:00:00,00:00:00,races_579
580,1975,5,6,Monaco Grand Prix,1975-05-11 00:00:00,00:00:00,races_580
581,1975,6,40,Belgian Grand Prix,1975-05-25 00:00:00,00:00:00,races_581
582,1975,7,47,Swedish Grand Prix,1975-06-08 00:00:00,00:00:00,races_582
583,1975,8,39,Dutch Grand Prix,1975-06-22 00:00:00,00:00:00,races_583
584,1975,9,34,French Grand Prix,1975-07-06 00:00:00,00:00:00,races_584
585,1975,10,9,British Grand Prix,1975-07-19 00:00:00,00:00:00,races_585
586,1975,11,20,German Grand Prix,1975-08-03 00:00:00,00:00:00,races_586
587,1975,12,70,Austrian Grand Prix,1975-08-17 00:00:00,00:00:00,races_587
588,1975,13,14,Italian Grand Prix,1975-09-07 00:00:00,00:00:00,races_588
589,1975,14,46,United States Grand Prix,1975-10-05 00:00:00,00:00:00,races_589
590,1974,1,25,Argentine Grand Prix,1974-01-13 00:00:00,00:00:00,races_590
591,1974,2,18,Brazilian Grand Prix,1974-01-27 00:00:00,00:00:00,races_591
592,1974,3,30,South African Grand Prix,1974-03-30 00:00:00,00:00:00,races_592
593,1974,4,45,Spanish Grand Prix,1974-04-28 00:00:00,00:00:00,races_593
594,1974,5,50,Belgian Grand Prix,1974-05-12 00:00:00,00:00:00,races_594
595,1974,6,6,Monaco Grand Prix,1974-05-26 00:00:00,00:00:00,races_595
596,1974,7,47,Swedish Grand Prix,1974-06-09 00:00:00,00:00:00,races_596
597,1974,8,39,Dutch Grand Prix,1974-06-23 00:00:00,00:00:00,races_597
598,1974,9,41,French Grand Prix,1974-07-07 00:00:00,00:00:00,races_598
599,1974,10,38,British Grand Prix,1974-07-20 00:00:00,00:00:00,races_599
600,1974,11,20,German Grand Prix,1974-08-04 00:00:00,00:00:00,races_600
601,1974,12,70,Austrian Grand Prix,1974-08-18 00:00:00,00:00:00,races_601
602,1974,13,14,Italian Grand Prix,1974-09-08 00:00:00,00:00:00,races_602
603,1974,14,48,Canadian Grand Prix,1974-09-22 00:00:00,00:00:00,races_603
604,1974,15,46,United States Grand Prix,1974-10-06 00:00:00,00:00:00,races_604
605,1973,1,25,Argentine Grand Prix,1973-01-28 00:00:00,00:00:00,races_605
606,1973,2,18,Brazilian Grand Prix,1973-02-11 00:00:00,00:00:00,races_606
607,1973,3,30,South African Grand Prix,1973-03-03 00:00:00,00:00:00,races_607
608,1973,4,49,Spanish Grand Prix,1973-04-29 00:00:00,00:00:00,races_608
609,1973,5,40,Belgian Grand Prix,1973-05-20 00:00:00,00:00:00,races_609
610,1973,6,6,Monaco Grand Prix,1973-06-03 00:00:00,00:00:00,races_610
611,1973,7,47,Swedish Grand Prix,1973-06-17 00:00:00,00:00:00,races_611
612,1973,8,34,French Grand Prix,1973-07-01 00:00:00,00:00:00,races_612
613,1973,9,9,British Grand Prix,1973-07-14 00:00:00,00:00:00,races_613
614,1973,10,39,Dutch Grand Prix,1973-07-29 00:00:00,00:00:00,races_614
615,1973,11,20,German Grand Prix,1973-08-05 00:00:00,00:00:00,races_615
616,1973,12,70,Austrian Grand Prix,1973-08-19 00:00:00,00:00:00,races_616
617,1973,13,14,Italian Grand Prix,1973-09-09 00:00:00,00:00:00,races_617
618,1973,14,48,Canadian Grand Prix,1973-09-23 00:00:00,00:00:00,races_618
619,1973,15,46,United States Grand Prix,1973-10-07 00:00:00,00:00:00,races_619
620,1972,1,25,Argentine Grand Prix,1972-01-23 00:00:00,00:00:00,races_620
621,1972,2,30,South African Grand Prix,1972-03-04 00:00:00,00:00:00,races_621
622,1972,3,45,Spanish Grand Prix,1972-05-01 00:00:00,00:00:00,races_622
623,1972,4,6,Monaco Grand Prix,1972-05-14 00:00:00,00:00:00,races_623
624,1972,5,50,Belgian Grand Prix,1972-06-04 00:00:00,00:00:00,races_624
625,1972,6,51,French Grand Prix,1972-07-02 00:00:00,00:00:00,races_625
626,1972,7,38,British Grand Prix,1972-07-15 00:00:00,00:00:00,races_626
627,1972,8,20,German Grand Prix,1972-07-30 00:00:00,00:00:00,races_627
628,1972,9,70,Austrian Grand Prix,1972-08-13 00:00:00,00:00:00,races_628
629,1972,10,14,Italian Grand Prix,1972-09-10 00:00:00,00:00:00,races_629
630,1972,11,48,Canadian Grand Prix,1972-09-24 00:00:00,00:00:00,races_630
631,1972,12,46,United States Grand Prix,1972-10-08 00:00:00,00:00:00,races_631
632,1971,1,30,South African Grand Prix,1971-03-06 00:00:00,00:00:00,races_632
633,1971,2,49,Spanish Grand Prix,1971-04-18 00:00:00,00:00:00,races_633
634,1971,3,6,Monaco Grand Prix,1971-05-23 00:00:00,00:00:00,races_634
635,1971,4,39,Dutch Grand Prix,1971-06-20 00:00:00,00:00:00,races_635
636,1971,5,34,French Grand Prix,1971-07-04 00:00:00,00:00:00,races_636
637,1971,6,9,British Grand Prix,1971-07-17 00:00:00,00:00:00,races_637
638,1971,7,20,German Grand Prix,1971-08-01 00:00:00,00:00:00,races_638
639,1971,8,70,Austrian Grand Prix,1971-08-15 00:00:00,00:00:00,races_639
640,1971,9,14,Italian Grand Prix,1971-09-05 00:00:00,00:00:00,races_640
641,1971,10,48,Canadian Grand Prix,1971-09-19 00:00:00,00:00:00,races_641
642,1971,11,46,United States Grand Prix,1971-10-03 00:00:00,00:00:00,races_642
643,1970,1,30,South African Grand Prix,1970-03-07 00:00:00,00:00:00,races_643
644,1970,2,45,Spanish Grand Prix,1970-04-19 00:00:00,00:00:00,races_644
645,1970,3,6,Monaco Grand Prix,1970-05-10 00:00:00,00:00:00,races_645
646,1970,4,13,Belgian Grand Prix,1970-06-07 00:00:00,00:00:00,races_646
647,1970,5,39,Dutch Grand Prix,1970-06-21 00:00:00,00:00:00,races_647
648,1970,6,51,French Grand Prix,1970-07-05 00:00:00,00:00:00,races_648
649,1970,7,38,British Grand Prix,1970-07-18 00:00:00,00:00:00,races_649
650,1970,8,10,German Grand Prix,1970-08-02 00:00:00,00:00:00,races_650
651,1970,9,70,Austrian Grand Prix,1970-08-16 00:00:00,00:00:00,races_651
652,1970,10,14,Italian Grand Prix,1970-09-06 00:00:00,00:00:00,races_652
653,1970,11,52,Canadian Grand Prix,1970-09-20 00:00:00,00:00:00,races_653
654,1970,12,46,United States Grand Prix,1970-10-04 00:00:00,00:00:00,races_654
655,1970,13,32,Mexican Grand Prix,1970-10-25 00:00:00,00:00:00,races_655
656,1969,1,30,South African Grand Prix,1969-03-01 00:00:00,00:00:00,races_656
657,1969,2,49,Spanish Grand Prix,1969-05-04 00:00:00,00:00:00,races_657
658,1969,3,6,Monaco Grand Prix,1969-05-18 00:00:00,00:00:00,races_658
659,1969,4,39,Dutch Grand Prix,1969-06-21 00:00:00,00:00:00,races_659
