constructorStandingsId,raceId,constructorId,points,position,wins,date,constructor_standings_rownum
5083,244,6,31.0,3,0,1995-05-28 00:00:00,constructor_standings_2375
5082,244,3,38.0,2,2,1995-05-28 00:00:00,constructor_standings_2376
5081,244,22,46.0,1,3,1995-05-28 00:00:00,constructor_standings_2377
5104,245,17,12.0,4,0,1995-06-11 00:00:00,constructor_standings_2378
5103,245,31,0.0,11,0,1995-06-11 00:00:00,constructor_standings_2379
5102,245,15,4.0,7,0,1995-06-11 00:00:00,constructor_standings_2380
5101,245,28,0.0,13,0,1995-06-11 00:00:00,constructor_standings_2381
5100,245,30,0.0,12,0,1995-06-11 00:00:00,constructor_standings_2382
5099,245,27,4.0,6,0,1995-06-11 00:00:00,constructor_standings_2383
5098,245,25,0.0,9,0,1995-06-11 00:00:00,constructor_standings_2384
5097,245,1,8.0,5,0,1995-06-11 00:00:00,constructor_standings_2385
5096,245,6,41.0,2,1,1995-06-11 00:00:00,constructor_standings_2386
5095,245,3,38.0,3,2,1995-06-11 00:00:00,constructor_standings_2387
5094,245,22,48.0,1,3,1995-06-11 00:00:00,constructor_standings_2388
5119,246,29,1.0,8,0,1995-07-02 00:00:00,constructor_standings_2389
5118,246,18,0.0,10,0,1995-07-02 00:00:00,constructor_standings_2390
5117,246,17,13.0,4,0,1995-07-02 00:00:00,constructor_standings_2391
5116,246,31,0.0,11,0,1995-07-02 00:00:00,constructor_standings_2392
5115,246,15,4.0,7,0,1995-07-02 00:00:00,constructor_standings_2393
5114,246,28,0.0,13,0,1995-07-02 00:00:00,constructor_standings_2394
5113,246,30,0.0,12,0,1995-07-02 00:00:00,constructor_standings_2395
5112,246,27,7.0,6,0,1995-07-02 00:00:00,constructor_standings_2396
5111,246,25,0.0,9,0,1995-07-02 00:00:00,constructor_standings_2397
5110,246,1,8.0,5,0,1995-07-02 00:00:00,constructor_standings_2398
5109,246,6,43.0,3,1,1995-07-02 00:00:00,constructor_standings_2399
5108,246,3,48.0,2,2,1995-07-02 00:00:00,constructor_standings_2400
5107,246,22,58.0,1,4,1995-07-02 00:00:00,constructor_standings_2401
5132,247,29,1.0,8,0,1995-07-16 00:00:00,constructor_standings_2402
5131,247,18,0.0,10,0,1995-07-16 00:00:00,constructor_standings_2403
5130,247,17,13.0,4,0,1995-07-16 00:00:00,constructor_standings_2404
5129,247,31,0.0,11,0,1995-07-16 00:00:00,constructor_standings_2405
5128,247,15,5.0,7,0,1995-07-16 00:00:00,constructor_standings_2406
5127,247,28,0.0,13,0,1995-07-16 00:00:00,constructor_standings_2407
5126,247,30,0.0,12,0,1995-07-16 00:00:00,constructor_standings_2408
5125,247,27,10.0,5,0,1995-07-16 00:00:00,constructor_standings_2409
5124,247,25,0.0,9,0,1995-07-16 00:00:00,constructor_standings_2410
5123,247,1,10.0,6,0,1995-07-16 00:00:00,constructor_standings_2411
5122,247,6,49.0,3,1,1995-07-16 00:00:00,constructor_standings_2412
5121,247,3,52.0,2,2,1995-07-16 00:00:00,constructor_standings_2413
5120,247,22,68.0,1,5,1995-07-16 00:00:00,constructor_standings_2414
5145,248,29,1.0,8,0,1995-07-30 00:00:00,constructor_standings_2415
5144,248,18,0.0,10,0,1995-07-30 00:00:00,constructor_standings_2416
5143,248,17,13.0,4,0,1995-07-30 00:00:00,constructor_standings_2417
5142,248,31,0.0,12,0,1995-07-30 00:00:00,constructor_standings_2418
5141,248,15,7.0,7,0,1995-07-30 00:00:00,constructor_standings_2419
5140,248,28,0.0,13,0,1995-07-30 00:00:00,constructor_standings_2420
5139,248,30,0.0,11,0,1995-07-30 00:00:00,constructor_standings_2421
5138,248,27,11.0,5,0,1995-07-30 00:00:00,constructor_standings_2422
5137,248,25,0.0,9,0,1995-07-30 00:00:00,constructor_standings_2423
5136,248,1,10.0,6,0,1995-07-30 00:00:00,constructor_standings_2424
5135,248,6,53.0,3,1,1995-07-30 00:00:00,constructor_standings_2425
5134,248,3,58.0,2,2,1995-07-30 00:00:00,constructor_standings_2426
5133,248,22,81.0,1,6,1995-07-30 00:00:00,constructor_standings_2427
5158,249,29,1.0,8,0,1995-08-13 00:00:00,constructor_standings_2428
5157,249,18,0.0,10,0,1995-08-13 00:00:00,constructor_standings_2429
5156,249,17,13.0,4,0,1995-08-13 00:00:00,constructor_standings_2430
5155,249,31,0.0,12,0,1995-08-13 00:00:00,constructor_standings_2431
5154,249,15,9.0,7,0,1995-08-13 00:00:00,constructor_standings_2432
5153,249,28,0.0,13,0,1995-08-13 00:00:00,constructor_standings_2433
5152,249,30,0.0,11,0,1995-08-13 00:00:00,constructor_standings_2434
5151,249,27,12.0,5,0,1995-08-13 00:00:00,constructor_standings_2435
5150,249,25,0.0,9,0,1995-08-13 00:00:00,constructor_standings_2436
5149,249,1,10.0,6,0,1995-08-13 00:00:00,constructor_standings_2437
5148,249,6,57.0,3,1,1995-08-13 00:00:00,constructor_standings_2438
5147,249,3,74.0,2,3,1995-08-13 00:00:00,constructor_standings_2439
5146,249,22,84.0,1,6,1995-08-13 00:00:00,constructor_standings_2440
5171,250,29,1.0,8,0,1995-08-27 00:00:00,constructor_standings_2441
5170,250,18,0.0,10,0,1995-08-27 00:00:00,constructor_standings_2442
5169,250,17,14.0,5,0,1995-08-27 00:00:00,constructor_standings_2443
5168,250,31,0.0,12,0,1995-08-27 00:00:00,constructor_standings_2444
5167,250,15,12.0,7,0,1995-08-27 00:00:00,constructor_standings_2445
5166,250,28,0.0,13,0,1995-08-27 00:00:00,constructor_standings_2446
5165,250,30,0.0,11,0,1995-08-27 00:00:00,constructor_standings_2447
5164,250,27,16.0,4,0,1995-08-27 00:00:00,constructor_standings_2448
5163,250,25,0.0,9,0,1995-08-27 00:00:00,constructor_standings_2449
5162,250,1,12.0,6,0,1995-08-27 00:00:00,constructor_standings_2450
5161,250,6,57.0,3,1,1995-08-27 00:00:00,constructor_standings_2451
5160,250,3,80.0,2,3,1995-08-27 00:00:00,constructor_standings_2452
5159,250,22,94.0,1,7,1995-08-27 00:00:00,constructor_standings_2453
5184,251,29,1.0,9,0,1995-09-10 00:00:00,constructor_standings_2454
5183,251,18,0.0,10,0,1995-09-10 00:00:00,constructor_standings_2455
5182,251,17,14.0,7,0,1995-09-10 00:00:00,constructor_standings_2456
5181,251,31,0.0,13,0,1995-09-10 00:00:00,constructor_standings_2457
5180,251,15,17.0,5,0,1995-09-10 00:00:00,constructor_standings_2458
5179,251,28,0.0,12,0,1995-09-10 00:00:00,constructor_standings_2459
5178,251,30,0.0,11,0,1995-09-10 00:00:00,constructor_standings_2460
5177,251,27,16.0,6,0,1995-09-10 00:00:00,constructor_standings_2461
5176,251,25,2.0,8,0,1995-09-10 00:00:00,constructor_standings_2462
5175,251,1,21.0,4,0,1995-09-10 00:00:00,constructor_standings_2463
5174,251,6,57.0,3,1,1995-09-10 00:00:00,constructor_standings_2464
5173,251,3,80.0,2,3,1995-09-10 00:00:00,constructor_standings_2465
5172,251,22,104.0,1,8,1995-09-10 00:00:00,constructor_standings_2466
5197,252,29,1.0,9,0,1995-09-24 00:00:00,constructor_standings_2467
5196,252,18,0.0,10,0,1995-09-24 00:00:00,constructor_standings_2468
5195,252,17,14.0,7,0,1995-09-24 00:00:00,constructor_standings_2469
5194,252,31,0.0,13,0,1995-09-24 00:00:00,constructor_standings_2470
5193,252,15,18.0,5,0,1995-09-24 00:00:00,constructor_standings_2471
5192,252,28,0.0,12,0,1995-09-24 00:00:00,constructor_standings_2472
5191,252,30,0.0,11,0,1995-09-24 00:00:00,constructor_standings_2473
5190,252,27,16.0,6,0,1995-09-24 00:00:00,constructor_standings_2474
5189,252,25,2.0,8,0,1995-09-24 00:00:00,constructor_standings_2475
5188,252,1,21.0,4,0,1995-09-24 00:00:00,constructor_standings_2476
5187,252,6,62.0,3,1,1995-09-24 00:00:00,constructor_standings_2477
5186,252,3,94.0,2,4,1995-09-24 00:00:00,constructor_standings_2478
5185,252,22,110.0,1,8,1995-09-24 00:00:00,constructor_standings_2479
5210,253,29,1.0,9,0,1995-10-01 00:00:00,constructor_standings_2480
5209,253,18,0.0,10,0,1995-10-01 00:00:00,constructor_standings_2481
5208,253,17,18.0,5,0,1995-10-01 00:00:00,constructor_standings_2482
5207,253,31,0.0,13,0,1995-10-01 00:00:00,constructor_standings_2483
5206,253,15,18.0,6,0,1995-10-01 00:00:00,constructor_standings_2484
5205,253,28,0.0,12,0,1995-10-01 00:00:00,constructor_standings_2485
5204,253,30,0.0,11,0,1995-10-01 00:00:00,constructor_standings_2486
5203,253,27,16.0,7,0,1995-10-01 00:00:00,constructor_standings_2487
5202,253,25,2.0,8,0,1995-10-01 00:00:00,constructor_standings_2488
5201,253,1,21.0,4,0,1995-10-01 00:00:00,constructor_standings_2489
5200,253,6,68.0,3,1,1995-10-01 00:00:00,constructor_standings_2490
5199,253,3,98.0,2,4,1995-10-01 00:00:00,constructor_standings_2491
5198,253,22,122.0,1,9,1995-10-01 00:00:00,constructor_standings_2492
5223,254,29,1.0,9,0,1995-10-22 00:00:00,constructor_standings_2493
5222,254,18,0.0,10,0,1995-10-22 00:00:00,constructor_standings_2494
5221,254,17,18.0,5,0,1995-10-22 00:00:00,constructor_standings_2495
5220,254,31,0.0,13,0,1995-10-22 00:00:00,constructor_standings_2496
5219,254,15,18.0,6,0,1995-10-22 00:00:00,constructor_standings_2497
5218,254,28,0.0,12,0,1995-10-22 00:00:00,constructor_standings_2498
5217,254,30,0.0,11,0,1995-10-22 00:00:00,constructor_standings_2499
5216,254,27,16.0,7,0,1995-10-22 00:00:00,constructor_standings_2500
5215,254,25,2.0,8,0,1995-10-22 00:00:00,constructor_standings_2501
5214,254,1,21.0,4,0,1995-10-22 00:00:00,constructor_standings_2502
5213,254,6,73.0,3,1,1995-10-22 00:00:00,constructor_standings_2503
5212,254,3,108.0,2,4,1995-10-22 00:00:00,constructor_standings_2504
5211,254,22,133.0,1,10,1995-10-22 00:00:00,constructor_standings_2505
5236,255,29,1.0,9,0,1995-10-29 00:00:00,constructor_standings_2506
5235,255,18,0.0,10,0,1995-10-29 00:00:00,constructor_standings_2507
5234,255,17,21.0,5,0,1995-10-29 00:00:00,constructor_standings_2508
5233,255,31,0.0,13,0,1995-10-29 00:00:00,constructor_standings_2509
5232,255,15,18.0,7,0,1995-10-29 00:00:00,constructor_standings_2510
5231,255,28,0.0,12,0,1995-10-29 00:00:00,constructor_standings_2511
5230,255,30,0.0,11,0,1995-10-29 00:00:00,constructor_standings_2512
5229,255,27,18.0,6,0,1995-10-29 00:00:00,constructor_standings_2513
5228,255,25,3.0,8,0,1995-10-29 00:00:00,constructor_standings_2514
5227,255,1,27.0,4,0,1995-10-29 00:00:00,constructor_standings_2515
5226,255,6,73.0,3,1,1995-10-29 00:00:00,constructor_standings_2516
5225,255,3,108.0,2,4,1995-10-29 00:00:00,constructor_standings_2517
5224,255,22,147.0,1,11,1995-10-29 00:00:00,constructor_standings_2518
5249,256,29,5.0,8,0,1995-11-12 00:00:00,constructor_standings_2519
5248,256,18,1.0,10,0,1995-11-12 00:00:00,constructor_standings_2520
5247,256,17,21.0,6,0,1995-11-12 00:00:00,constructor_standings_2521
5246,256,31,0.0,13,0,1995-11-12 00:00:00,constructor_standings_2522
5245,256,15,18.0,7,0,1995-11-12 00:00:00,constructor_standings_2523
5244,256,28,0.0,11,0,1995-11-12 00:00:00,constructor_standings_2524
5243,256,30,0.0,12,0,1995-11-12 00:00:00,constructor_standings_2525
5242,256,27,24.0,5,0,1995-11-12 00:00:00,constructor_standings_2526
5241,256,25,5.0,9,0,1995-11-12 00:00:00,constructor_standings_2527
5240,256,1,30.0,4,0,1995-11-12 00:00:00,constructor_standings_2528
5239,256,6,73.0,3,1,1995-11-12 00:00:00,constructor_standings_2529
5238,256,3,118.0,2,5,1995-11-12 00:00:00,constructor_standings_2530
5237,256,22,147.0,1,11,1995-11-12 00:00:00,constructor_standings_2531
25523,257,31,0.0,11,0,1994-03-27 00:00:00,constructor_standings_2532
25522,257,27,0.0,10,0,1994-03-27 00:00:00,constructor_standings_2533
25521,257,33,0.0,9,0,1994-03-27 00:00:00,constructor_standings_2534
25520,257,18,0.0,8,0,1994-03-27 00:00:00,constructor_standings_2535
25519,257,32,0.0,7,0,1994-03-27 00:00:00,constructor_standings_2536
25518,257,15,1.0,6,0,1994-03-27 00:00:00,constructor_standings_2537
25517,257,25,2.0,5,0,1994-03-27 00:00:00,constructor_standings_2538
25516,257,17,3.0,4,0,1994-03-27 00:00:00,constructor_standings_2539
25515,257,6,4.0,3,0,1994-03-27 00:00:00,constructor_standings_2540
25514,257,3,6.0,2,0,1994-03-27 00:00:00,constructor_standings_2541
25513,257,22,10.0,1,1,1994-03-27 00:00:00,constructor_standings_2542
25538,258,1,0.0,13,0,1994-04-17 00:00:00,constructor_standings_2543
25537,258,31,0.0,12,0,1994-04-17 00:00:00,constructor_standings_2544
25536,258,27,0.0,11,0,1994-04-17 00:00:00,constructor_standings_2545
25535,258,33,1.0,8,0,1994-04-17 00:00:00,constructor_standings_2546
25534,258,18,0.0,10,0,1994-04-17 00:00:00,constructor_standings_2547
25533,258,32,0.0,9,0,1994-04-17 00:00:00,constructor_standings_2548
25532,258,15,3.0,6,0,1994-04-17 00:00:00,constructor_standings_2549
25531,258,25,2.0,7,0,1994-04-17 00:00:00,constructor_standings_2550
25530,258,17,7.0,3,0,1994-04-17 00:00:00,constructor_standings_2551
25529,258,6,10.0,2,0,1994-04-17 00:00:00,constructor_standings_2552
25528,258,3,6.0,4,0,1994-04-17 00:00:00,constructor_standings_2553
25527,258,22,20.0,1,2,1994-04-17 00:00:00,constructor_standings_2554
25553,259,29,3.0,8,0,1994-05-01 00:00:00,constructor_standings_2555
25552,259,1,4.0,6,0,1994-05-01 00:00:00,constructor_standings_2556
25551,259,31,0.0,13,0,1994-05-01 00:00:00,constructor_standings_2557
25550,259,27,0.0,12,0,1994-05-01 00:00:00,constructor_standings_2558
25549,259,33,1.0,9,0,1994-05-01 00:00:00,constructor_standings_2559
25548,259,18,0.0,11,0,1994-05-01 00:00:00,constructor_standings_2560
25547,259,32,0.0,10,0,1994-05-01 00:00:00,constructor_standings_2561
25546,259,15,6.0,5,0,1994-05-01 00:00:00,constructor_standings_2562
25545,259,25,4.0,7,0,1994-05-01 00:00:00,constructor_standings_2563
25544,259,17,7.0,4,0,1994-05-01 00:00:00,constructor_standings_2564
25543,259,6,16.0,2,0,1994-05-01 00:00:00,constructor_standings_2565
25542,259,3,7.0,3,0,1994-05-01 00:00:00,constructor_standings_2566
25541,259,22,30.0,1,3,1994-05-01 00:00:00,constructor_standings_2567
25567,260,29,3.0,8,0,1994-05-15 00:00:00,constructor_standings_2568
25566,260,1,10.0,3,0,1994-05-15 00:00:00,constructor_standings_2569
25565,260,31,0.0,13,0,1994-05-15 00:00:00,constructor_standings_2570
25564,260,27,0.0,12,0,1994-05-15 00:00:00,constructor_standings_2571
25563,260,33,1.0,9,0,1994-05-15 00:00:00,constructor_standings_2572
25562,260,18,1.0,10,0,1994-05-15 00:00:00,constructor_standings_2573
25561,260,32,0.0,11,0,1994-05-15 00:00:00,constructor_standings_2574
25560,260,15,6.0,6,0,1994-05-15 00:00:00,constructor_standings_2575
25559,260,25,4.0,7,0,1994-05-15 00:00:00,constructor_standings_2576
25558,260,17,10.0,4,0,1994-05-15 00:00:00,constructor_standings_2577
25557,260,6,22.0,2,0,1994-05-15 00:00:00,constructor_standings_2578
25556,260,3,7.0,5,0,1994-05-15 00:00:00,constructor_standings_2579
25555,260,22,40.0,1,4,1994-05-15 00:00:00,constructor_standings_2580
25581,261,29,3.0,8,0,1994-05-29 00:00:00,constructor_standings_2581
25580,261,1,10.0,5,0,1994-05-29 00:00:00,constructor_standings_2582
25579,261,31,0.0,13,0,1994-05-29 00:00:00,constructor_standings_2583
25578,261,27,0.0,12,0,1994-05-29 00:00:00,constructor_standings_2584
25577,261,33,1.0,10,0,1994-05-29 00:00:00,constructor_standings_2585
25576,261,18,3.0,9,0,1994-05-29 00:00:00,constructor_standings_2586
25575,261,32,0.0,11,0,1994-05-29 00:00:00,constructor_standings_2587
25574,261,15,6.0,7,0,1994-05-29 00:00:00,constructor_standings_2588
25573,261,25,8.0,6,0,1994-05-29 00:00:00,constructor_standings_2589
25572,261,17,11.0,4,0,1994-05-29 00:00:00,constructor_standings_2590
25571,261,6,25.0,2,0,1994-05-29 00:00:00,constructor_standings_2591
25570,261,3,17.0,3,1,1994-05-29 00:00:00,constructor_standings_2592
25569,261,22,46.0,1,4,1994-05-29 00:00:00,constructor_standings_2593
25595,262,29,3.0,8,0,1994-06-12 00:00:00,constructor_standings_2594
25594,262,1,10.0,5,0,1994-06-12 00:00:00,constructor_standings_2595
25593,262,31,0.0,13,0,1994-06-12 00:00:00,constructor_standings_2596
25592,262,27,0.0,12,0,1994-06-12 00:00:00,constructor_standings_2597
25591,262,33,1.0,10,0,1994-06-12 00:00:00,constructor_standings_2598
25590,262,18,3.0,9,0,1994-06-12 00:00:00,constructor_standings_2599
25589,262,32,0.0,11,0,1994-06-12 00:00:00,constructor_standings_2600
25588,262,15,6.0,7,0,1994-06-12 00:00:00,constructor_standings_2601
25587,262,25,8.0,6,0,1994-06-12 00:00:00,constructor_standings_2602
25586,262,17,11.0,4,0,1994-06-12 00:00:00,constructor_standings_2603
25585,262,6,32.0,2,0,1994-06-12 00:00:00,constructor_standings_2604
25584,262,3,25.0,3,1,1994-06-12 00:00:00,constructor_standings_2605
25583,262,22,57.0,1,5,1994-06-12 00:00:00,constructor_standings_2606
25609,263,29,3.0,9,0,1994-07-03 00:00:00,constructor_standings_2607
25608,263,1,10.0,5,0,1994-07-03 00:00:00,constructor_standings_2608
25607,263,31,0.0,13,0,1994-07-03 00:00:00,constructor_standings_2609
25606,263,27,0.0,12,0,1994-07-03 00:00:00,constructor_standings_2610
25605,263,33,1.0,10,0,1994-07-03 00:00:00,constructor_standings_2611
25604,263,18,5.0,8,0,1994-07-03 00:00:00,constructor_standings_2612
25603,263,32,0.0,11,0,1994-07-03 00:00:00,constructor_standings_2613
25602,263,15,10.0,6,0,1994-07-03 00:00:00,constructor_standings_2614
25601,263,25,8.0,7,0,1994-07-03 00:00:00,constructor_standings_2615
25600,263,17,11.0,4,0,1994-07-03 00:00:00,constructor_standings_2616
25599,263,6,36.0,2,0,1994-07-03 00:00:00,constructor_standings_2617
25598,263,3,31.0,3,1,1994-07-03 00:00:00,constructor_standings_2618
25597,263,22,67.0,1,6,1994-07-03 00:00:00,constructor_standings_2619
25623,264,29,3.0,9,0,1994-07-10 00:00:00,constructor_standings_2620
25622,264,1,14.0,4,0,1994-07-10 00:00:00,constructor_standings_2621
25621,264,31,0.0,13,0,1994-07-10 00:00:00,constructor_standings_2622
25620,264,27,0.0,12,0,1994-07-10 00:00:00,constructor_standings_2623
25619,264,33,1.0,10,0,1994-07-10 00:00:00,constructor_standings_2624
25618,264,18,5.0,8,0,1994-07-10 00:00:00,constructor_standings_2625
25617,264,32,0.0,11,0,1994-07-10 00:00:00,constructor_standings_2626
25616,264,15,10.0,6,0,1994-07-10 00:00:00,constructor_standings_2627
25615,264,25,9.0,7,0,1994-07-10 00:00:00,constructor_standings_2628
25614,264,17,14.0,5,0,1994-07-10 00:00:00,constructor_standings_2629
25613,264,6,42.0,3,0,1994-07-10 00:00:00,constructor_standings_2630
25612,264,3,43.0,2,2,1994-07-10 00:00:00,constructor_standings_2631
25611,264,22,67.0,1,6,1994-07-10 00:00:00,constructor_standings_2632
25637,265,29,8.0,9,0,1994-07-31 00:00:00,constructor_standings_2633
25636,265,1,14.0,4,0,1994-07-31 00:00:00,constructor_standings_2634
25635,265,31,0.0,13,0,1994-07-31 00:00:00,constructor_standings_2635
25634,265,27,10.0,6,0,1994-07-31 00:00:00,constructor_standings_2636
25633,265,33,2.0,11,0,1994-07-31 00:00:00,constructor_standings_2637
25632,265,18,5.0,10,0,1994-07-31 00:00:00,constructor_standings_2638
25631,265,32,0.0,12,0,1994-07-31 00:00:00,constructor_standings_2639
25630,265,15,10.0,7,0,1994-07-31 00:00:00,constructor_standings_2640
25629,265,25,9.0,8,0,1994-07-31 00:00:00,constructor_standings_2641
25628,265,17,14.0,5,0,1994-07-31 00:00:00,constructor_standings_2642
25627,265,6,52.0,2,1,1994-07-31 00:00:00,constructor_standings_2643
25626,265,3,43.0,3,2,1994-07-31 00:00:00,constructor_standings_2644
25625,265,22,67.0,1,6,1994-07-31 00:00:00,constructor_standings_2645
25651,266,29,8.0,9,0,1994-08-14 00:00:00,constructor_standings_2646
25650,266,1,17.0,4,0,1994-08-14 00:00:00,constructor_standings_2647
25649,266,31,0.0,13,0,1994-08-14 00:00:00,constructor_standings_2648
25648,266,27,11.0,6,0,1994-08-14 00:00:00,constructor_standings_2649
25647,266,33,2.0,11,0,1994-08-14 00:00:00,constructor_standings_2650
25646,266,18,5.0,10,0,1994-08-14 00:00:00,constructor_standings_2651
25645,266,32,0.0,12,0,1994-08-14 00:00:00,constructor_standings_2652
25644,266,15,10.0,8,0,1994-08-14 00:00:00,constructor_standings_2653
25643,266,25,11.0,7,0,1994-08-14 00:00:00,constructor_standings_2654
25642,266,17,14.0,5,0,1994-08-14 00:00:00,constructor_standings_2655
25641,266,6,52.0,2,1,1994-08-14 00:00:00,constructor_standings_2656
25640,266,3,49.0,3,2,1994-08-14 00:00:00,constructor_standings_2657
25639,266,22,81.0,1,7,1994-08-14 00:00:00,constructor_standings_2658
25665,267,29,9.0,9,0,1994-08-28 00:00:00,constructor_standings_2659
25664,267,1,23.0,4,0,1994-08-28 00:00:00,constructor_standings_2660
25663,267,31,0.0,13,0,1994-08-28 00:00:00,constructor_standings_2661
25662,267,27,11.0,7,0,1994-08-28 00:00:00,constructor_standings_2662
25661,267,33,2.0,11,0,1994-08-28 00:00:00,constructor_standings_2663
25660,267,18,5.0,10,0,1994-08-28 00:00:00,constructor_standings_2664
25659,267,32,0.0,12,0,1994-08-28 00:00:00,constructor_standings_2665
25658,267,15,10.0,8,0,1994-08-28 00:00:00,constructor_standings_2666
25657,267,25,13.0,6,0,1994-08-28 00:00:00,constructor_standings_2667
25656,267,17,14.0,5,0,1994-08-28 00:00:00,constructor_standings_2668
25655,267,6,52.0,3,1,1994-08-28 00:00:00,constructor_standings_2669
25654,267,3,62.0,2,3,1994-08-28 00:00:00,constructor_standings_2670
25653,267,22,85.0,1,7,1994-08-28 00:00:00,constructor_standings_2671
25679,268,29,9.0,9,0,1994-09-11 00:00:00,constructor_standings_2672
25678,268,1,29.0,4,0,1994-09-11 00:00:00,constructor_standings_2673
25677,268,31,0.0,13,0,1994-09-11 00:00:00,constructor_standings_2674
25676,268,27,11.0,7,0,1994-09-11 00:00:00,constructor_standings_2675
25675,268,33,2.0,11,0,1994-09-11 00:00:00,constructor_standings_2676
25674,268,18,5.0,10,0,1994-09-11 00:00:00,constructor_standings_2677
25673,268,32,0.0,12,0,1994-09-11 00:00:00,constructor_standings_2678
25672,268,15,10.0,8,0,1994-09-11 00:00:00,constructor_standings_2679
25671,268,25,13.0,6,0,1994-09-11 00:00:00,constructor_standings_2680
25670,268,17,17.0,5,0,1994-09-11 00:00:00,constructor_standings_2681
25669,268,6,58.0,3,1,1994-09-11 00:00:00,constructor_standings_2682
25668,268,3,73.0,2,4,1994-09-11 00:00:00,constructor_standings_2683
25667,268,22,85.0,1,7,1994-09-11 00:00:00,constructor_standings_2684
25693,269,29,9.0,9,0,1994-09-25 00:00:00,constructor_standings_2685
25692,269,1,34.0,4,0,1994-09-25 00:00:00,constructor_standings_2686
25691,269,31,0.0,13,0,1994-09-25 00:00:00,constructor_standings_2687
25690,269,27,11.0,7,0,1994-09-25 00:00:00,constructor_standings_2688
25689,269,33,2.0,11,0,1994-09-25 00:00:00,constructor_standings_2689
25688,269,18,5.0,10,0,1994-09-25 00:00:00,constructor_standings_2690
25687,269,32,0.0,12,0,1994-09-25 00:00:00,constructor_standings_2691
25686,269,15,10.0,8,0,1994-09-25 00:00:00,constructor_standings_2692
25685,269,25,13.0,6,0,1994-09-25 00:00:00,constructor_standings_2693
25684,269,17,20.0,5,0,1994-09-25 00:00:00,constructor_standings_2694
25683,269,6,58.0,3,1,1994-09-25 00:00:00,constructor_standings_2695
25682,269,3,89.0,1,5,1994-09-25 00:00:00,constructor_standings_2696
25681,269,22,87.0,2,7,1994-09-25 00:00:00,constructor_standings_2697
25707,270,29,9.0,9,0,1994-10-16 00:00:00,constructor_standings_2698
25706,270,1,38.0,4,0,1994-10-16 00:00:00,constructor_standings_2699
25705,270,31,0.0,13,0,1994-10-16 00:00:00,constructor_standings_2700
25704,270,27,11.0,7,0,1994-10-16 00:00:00,constructor_standings_2701
25703,270,33,2.0,11,0,1994-10-16 00:00:00,constructor_standings_2702
25702,270,18,5.0,10,0,1994-10-16 00:00:00,constructor_standings_2703
25701,270,32,0.0,12,0,1994-10-16 00:00:00,constructor_standings_2704
25700,270,15,11.0,8,0,1994-10-16 00:00:00,constructor_standings_2705
25699,270,25,13.0,6,0,1994-10-16 00:00:00,constructor_standings_2706
25698,270,17,23.0,5,0,1994-10-16 00:00:00,constructor_standings_2707
25697,270,6,60.0,3,1,1994-10-16 00:00:00,constructor_standings_2708
25696,270,3,95.0,2,5,1994-10-16 00:00:00,constructor_standings_2709
25695,270,22,97.0,1,8,1994-10-16 00:00:00,constructor_standings_2710
25721,271,29,9.0,9,0,1994-11-06 00:00:00,constructor_standings_2711
25720,271,1,38.0,4,0,1994-11-06 00:00:00,constructor_standings_2712
25719,271,31,0.0,13,0,1994-11-06 00:00:00,constructor_standings_2713
25718,271,27,11.0,8,0,1994-11-06 00:00:00,constructor_standings_2714
25717,271,33,2.0,11,0,1994-11-06 00:00:00,constructor_standings_2715
25716,271,18,5.0,10,0,1994-11-06 00:00:00,constructor_standings_2716
25715,271,32,0.0,12,0,1994-11-06 00:00:00,constructor_standings_2717
25714,271,15,12.0,7,0,1994-11-06 00:00:00,constructor_standings_2718
25713,271,25,13.0,6,0,1994-11-06 00:00:00,constructor_standings_2719
25712,271,17,25.0,5,0,1994-11-06 00:00:00,constructor_standings_2720
25711,271,6,64.0,3,1,1994-11-06 00:00:00,constructor_standings_2721
25710,271,3,108.0,1,6,1994-11-06 00:00:00,constructor_standings_2722
25709,271,22,103.0,2,8,1994-11-06 00:00:00,constructor_standings_2723
25511,272,29,9.0,9,0,1994-11-13 00:00:00,constructor_standings_2724
25510,272,1,42.0,4,0,1994-11-13 00:00:00,constructor_standings_2725
25509,272,31,0.0,13,0,1994-11-13 00:00:00,constructor_standings_2726
25508,272,27,13.0,6,0,1994-11-13 00:00:00,constructor_standings_2727
25507,272,33,2.0,11,0,1994-11-13 00:00:00,constructor_standings_2728
25506,272,18,5.0,10,0,1994-11-13 00:00:00,constructor_standings_2729
25505,272,32,0.0,12,0,1994-11-13 00:00:00,constructor_standings_2730
25504,272,15,12.0,8,0,1994-11-13 00:00:00,constructor_standings_2731
25503,272,25,13.0,7,0,1994-11-13 00:00:00,constructor_standings_2732
25502,272,17,28.0,5,0,1994-11-13 00:00:00,constructor_standings_2733
25501,272,6,71.0,3,1,1994-11-13 00:00:00,constructor_standings_2734
25500,272,3,118.0,1,7,1994-11-13 00:00:00,constructor_standings_2735
25499,272,22,103.0,2,8,1994-11-13 00:00:00,constructor_standings_2736
4641,273,29,0.0,7,0,1993-03-14 00:00:00,constructor_standings_2737
4640,273,6,1.0,6,0,1993-03-14 00:00:00,constructor_standings_2738
4639,273,15,2.0,5,0,1993-03-14 00:00:00,constructor_standings_2739
4638,273,18,3.0,4,0,1993-03-14 00:00:00,constructor_standings_2740
4637,273,27,4.0,3,0,1993-03-14 00:00:00,constructor_standings_2741
